Player,Comparison,Season,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Score,Year
Elfrid Payton,Larry Hughes,2003-04,6.6,16.5,0.397,1.3,3.8,0.341,5.3,12.7,0.414,0.437,4.4,5.5,0.797,1.6,3.8,5.3,2.4,1.6,0.4,2.5,2.4,18.8,51,1
Elfrid Payton,Larry Hughes,2004-05,7.7,17.8,0.43,1,3.4,0.282,6.7,14.4,0.465,0.457,5.8,7.4,0.777,1.2,5,6.3,4.7,2.9,0.3,2.5,2.8,22,51,2
Elfrid Payton,Larry Hughes,2005-06,5.3,13,0.409,0.8,2.1,0.368,4.6,10.9,0.417,0.439,4.1,5.4,0.756,0.7,3.8,4.5,3.6,1.5,0.6,2.8,3.3,15.5,51,3
Elfrid Payton,Mike Conley,2012-13,5.2,11.8,0.44,1.3,3.7,0.362,3.9,8.1,0.476,0.497,2.9,3.5,0.83,0.5,2.3,2.8,6.1,2.2,0.3,2.4,2.1,14.6,50,1
Elfrid Payton,Mike Conley,2013-14,6.3,14.1,0.45,1.4,4,0.361,4.9,10.1,0.484,0.5,3.1,3.8,0.815,0.6,2.4,2.9,6,1.5,0.2,2.1,1.9,17.2,50,2
Elfrid Payton,Mike Conley,2014-15,5.6,12.6,0.446,1.5,4,0.386,4.1,8.6,0.473,0.506,3.1,3.6,0.859,0.4,2.6,3,5.4,1.3,0.2,2.2,2,15.8,50,3
Elfrid Payton,Rajon Rondo,2010-11,4.7,9.9,0.475,0.1,0.6,0.233,4.5,9.2,0.491,0.482,1.1,1.9,0.568,1.3,3.1,4.4,11.2,2.3,0.2,3.4,1.8,10.6,49,1
Elfrid Payton,Rajon Rondo,2011-12,4.8,10.8,0.448,0.2,0.8,0.238,4.6,10,0.464,0.456,2,3.4,0.597,1.2,3.7,4.8,11.7,1.8,0.1,3.6,1.9,11.9,49,2
Elfrid Payton,Rajon Rondo,2012-13,5.9,12.2,0.484,0.3,1.3,0.24,5.6,10.9,0.513,0.497,1.6,2.4,0.645,1.1,4.4,5.6,11.1,1.8,0.2,3.9,2.5,13.7,49,3
Elfrid Payton,Tyreke Evans,2014-15,6.6,14.7,0.447,0.9,2.9,0.304,5.7,11.9,0.482,0.477,2.6,3.7,0.694,1,4.2,5.3,6.6,1.3,0.5,3.1,2.5,16.6,44,1
Elfrid Payton,Tyreke Evans,2015-16,5.4,12.6,0.433,1.3,3.4,0.388,4.1,9.2,0.45,0.486,3,3.7,0.796,0.8,4.4,5.2,6.6,1.3,0.3,2.9,2.6,15.2,44,2
Elfrid Payton,Tyreke Evans,2016-17,3.8,9.3,0.405,1.1,3,0.356,2.7,6.3,0.429,0.462,1.7,2.3,0.75,0.3,3.1,3.4,3.1,0.9,0.2,1.5,1.5,10.3,44,3
Elfrid Payton,Norm Nixon,1980-81,7.3,15.3,0.476,0,0.2,0.167,7.3,15.2,0.479,0.477,2.5,3.2,0.778,0.8,2.1,2.9,8.8,1.8,0.1,3.6,2.9,17.1,43,1
Elfrid Payton,Norm Nixon,1981-82,7.7,15.5,0.493,0,0.1,0.25,7.6,15.4,0.495,0.494,2.2,2.7,0.808,0.5,1.7,2.1,8,1.6,0.1,2.9,3.2,17.6,43,2
Elfrid Payton,Norm Nixon,1982-83,6.7,14.2,0.475,0,0.2,0,6.7,14.1,0.48,0.475,1.6,2.1,0.744,0.8,1.8,2.6,7.2,1.3,0.1,3,2.2,15.1,43,3
Elfrid Payton,Mike Bibby,2002-03,6,12.7,0.47,1,2.5,0.409,5,10.2,0.485,0.51,2.9,3.4,0.861,0.6,2.1,2.7,5.2,1.3,0.1,2.3,1.7,15.9,42,1
Elfrid Payton,Mike Bibby,2003-04,6.4,14.3,0.45,1.8,4.6,0.392,4.6,9.7,0.479,0.514,3.7,4.5,0.815,0.8,2.6,3.4,5.4,1.4,0.2,2.1,1.8,18.4,42,2
Elfrid Payton,Mike Bibby,2004-05,7,15.8,0.443,1.6,4.6,0.36,5.4,11.3,0.477,0.495,4,5.2,0.775,1,3.2,4.2,6.8,1.6,0.4,2.5,2.4,19.6,42,3
Elfrid Payton,Larry Wright,1979-80,3,6.6,0.458,0.1,0.2,0.25,3,6.4,0.465,0.462,1.3,1.4,0.889,0.5,1.1,1.6,2.9,0.6,0.2,1.4,1.9,7.3,41,1
Elfrid Payton,Larry Wright,1980-81,3.1,6.7,0.462,0,0.2,0.286,3.1,6.6,0.466,0.465,1.2,1.5,0.803,0.6,1.4,2,3.4,0.9,0.2,1.6,2.5,7.4,41,2
Elfrid Payton,Gus Williams,1978-79,8,16.1,0.495,0,0,0,8,16.1,0.495,0.495,3.2,4.2,0.775,1.5,1.8,3.2,4,2.1,0.4,2.5,2.1,19.2,41,1
Elfrid Payton,Gus Williams,1979-80,9,18.7,0.482,0.1,0.4,0.194,8.9,18.3,0.489,0.484,4,5.1,0.788,1.5,1.8,3.4,4.8,2.4,0.5,2.2,2,22.1,41,2
Elfrid Payton,Gus Williams,1981-82,9.7,19.9,0.486,0.1,0.5,0.225,9.6,19.4,0.492,0.488,4,5.5,0.734,1.2,1.9,3.1,6.9,2.2,0.5,2.5,2,23.4,41,3
Jordan Clarkson,Marcus Thornton,2013-14,3.5,8.9,0.394,1.5,4.4,0.345,2,4.5,0.443,0.48,1.3,1.6,0.804,0.8,2,2.8,1.1,0.8,0.2,0.9,1.5,9.8,61,1
Jordan Clarkson,Marcus Thornton,2014-15,2.9,7.2,0.406,1.1,3,0.378,1.8,4.2,0.426,0.484,1,1.2,0.821,0.5,1.3,1.8,0.8,0.6,0.1,0.6,0.8,7.9,61,2
Jordan Clarkson,Marcus Thornton,2015-16,3.5,8.9,0.399,1.5,4.4,0.337,2,4.5,0.46,0.482,1.1,1.3,0.848,0.6,1.8,2.5,1.4,0.8,0.1,0.8,1.5,9.7,61,3
Jordan Clarkson,Gerald Wilkins,1989-90,5.8,12.6,0.457,0.5,1.5,0.312,5.3,11.1,0.477,0.476,2.5,3.2,0.803,1.6,2.9,4.5,4,1.2,0.3,2.4,2.3,14.5,61,1
Jordan Clarkson,Gerald Wilkins,1990-91,5.6,11.8,0.473,0.1,0.6,0.209,5.5,11.2,0.488,0.478,2.5,3,0.82,1.1,1.9,3,4,1.2,0.3,2.4,2.7,13.8,61,2
Jordan Clarkson,Gerald Wilkins,1991-92,5.3,11.8,0.447,0.5,1.3,0.352,4.8,10.4,0.459,0.467,1.4,1.9,0.73,0.9,1.6,2.5,2.7,0.9,0.2,1.4,2.4,12.4,61,3
Jordan Clarkson,Gerald Henderson,2014-15,4.6,10.6,0.437,0.6,1.7,0.331,4.1,8.9,0.457,0.463,2.3,2.7,0.848,0.5,3,3.4,2.6,0.6,0.3,1.4,1.7,12.1,61,1
Jordan Clarkson,Gerald Henderson,2015-16,3.2,7.3,0.439,0.7,1.9,0.353,2.6,5.5,0.468,0.484,1.6,2,0.767,0.4,2.5,2.9,1,0.5,0.3,0.9,1.2,8.7,61,2
Jordan Clarkson,Gerald Henderson,2016-17,3.3,7.7,0.423,0.8,2.4,0.353,2.4,5.3,0.455,0.478,1.8,2.3,0.806,0.5,2.1,2.6,1.6,0.6,0.2,0.9,1.8,9.2,61,3
Jordan Clarkson,Sleepy Floyd,1986-87,6.1,12.6,0.488,0.9,2.3,0.384,5.2,10.2,0.512,0.524,5.6,6.5,0.86,0.7,2.6,3.3,10.3,1.8,0.2,3.4,2.4,18.8,57,1
Jordan Clarkson,Sleepy Floyd,1987-88,5.5,12.6,0.433,0.2,0.9,0.194,5.3,11.6,0.453,0.441,3.9,4.6,0.85,1,2.8,3.8,7.1,1.2,0.2,2.9,2.5,15,57,2
Jordan Clarkson,Sleepy Floyd,1988-89,4.8,10.9,0.443,1.3,3.6,0.373,3.5,7.3,0.478,0.504,3.2,3.8,0.845,0.6,3.1,3.7,8.6,1.5,0.1,3.1,2.4,14.2,57,3
Jordan Clarkson,John Long,1982-83,4.5,9.9,0.451,0,0.1,0.286,4.4,9.8,0.453,0.452,1.6,2.1,0.76,0.8,1.8,2.6,1.5,0.6,0.2,2.1,1.9,10.5,57,1
Jordan Clarkson,John Long,1983-84,6.6,14.1,0.472,0,0.1,0.2,6.6,14,0.473,0.472,3,3.4,0.884,1.7,1.8,3.5,2.5,1.1,0.2,1.7,2.4,16.3,57,2
Jordan Clarkson,John Long,1984-85,6.5,13.4,0.487,0.1,0.2,0.333,6.5,13.2,0.49,0.49,1.6,1.9,0.862,1.2,1.7,2.9,2,1.1,0.2,1.5,2.1,14.7,57,3
Jordan Clarkson,Calbert Cheaney,1997-98,5.5,12,0.457,0.2,0.6,0.283,5.3,11.3,0.467,0.464,1.7,2.6,0.647,1,3,4,2.1,1.2,0.4,1.3,3.2,12.8,57,1
Jordan Clarkson,Calbert Cheaney,1998-99,3.4,8.3,0.414,0.2,0.7,0.216,3.3,7.6,0.434,0.424,0.7,1.3,0.493,0.7,2.2,2.8,1.5,0.8,0.3,0.8,2.9,7.7,57,2
Jordan Clarkson,Calbert Cheaney,1999-00,1.8,4.1,0.44,0.3,0.8,0.333,1.5,3.3,0.466,0.473,0.1,0.3,0.429,0.3,1.7,2.1,1.2,0.7,0.2,0.7,2.4,4,57,3
Jordan Clarkson,Ricky Davis,2005-06,7.5,16.7,0.448,0.9,3.1,0.302,6.6,13.6,0.481,0.476,3.5,4.4,0.797,0.8,3.7,4.5,5.1,1.2,0.2,2.7,2.4,19.4,56,1
Jordan Clarkson,Ricky Davis,2006-07,6.2,13.4,0.465,1.5,3.8,0.397,4.7,9.6,0.492,0.521,3,3.5,0.839,0.7,3.2,3.9,4.8,1,0.3,2.6,2.3,17,56,2
Jordan Clarkson,Ricky Davis,2007-08,5.1,11.8,0.433,1.6,4.1,0.405,3.5,7.8,0.447,0.502,1.9,2.4,0.787,0.7,3.6,4.3,3.4,1.1,0.2,2.3,2.3,13.8,56,3
Jordan Clarkson,Ledell Eackles,1994-95,2.6,6,0.439,0.3,0.8,0.439,2.3,5.3,0.439,0.466,1.7,2.3,0.722,0.6,1.1,1.8,1.3,0.4,0,1,1.6,7.3,56,1
Jordan Clarkson,Ledell Eackles,1995-96,2.9,6.9,0.427,1,2.3,0.422,1.9,4.5,0.43,0.499,1.8,2.1,0.831,0.8,1.9,2.7,1.6,0.5,0.1,1,1.5,8.6,56,2
Jordan Clarkson,Ledell Eackles,1997-98,1.8,4.2,0.429,0.4,1.1,0.348,1.4,3.1,0.457,0.474,1.2,1.4,0.881,0.6,1.2,1.8,0.4,0.4,0,0.7,1,5.2,56,3
Jordan Clarkson,Avery Bradley,2016-17,6.5,14.1,0.463,2,5,0.39,4.6,9.1,0.504,0.533,1.2,1.7,0.731,1.2,4.9,6.1,2.2,1.2,0.2,1.6,2.6,16.3,55,1
Marcus Smart,Lionel Hollins,1978-79,6.3,13.8,0.454,0,0,0,6.3,13.8,0.454,0.454,2.7,3.5,0.778,0.5,1.8,2.3,5.1,1.8,0.4,3.5,3.1,15.3,58,1
Marcus Smart,Lionel Hollins,1979-80,4.5,11.2,0.403,0.1,0.4,0.15,4.4,10.8,0.413,0.406,2.1,3,0.721,0.6,1.3,1.9,3.4,1.6,0.2,2.7,2.2,11.2,58,2
Marcus Smart,Lionel Hollins,1980-81,4,8.5,0.47,0,0.2,0.133,4,8.3,0.477,0.471,1.5,2.1,0.731,0.6,1.8,2.3,4.3,1.3,0.2,2.5,2.5,9.5,58,3
Marcus Smart,Gus Williams,1978-79,8,16.1,0.495,0,0,0,8,16.1,0.495,0.495,3.2,4.2,0.775,1.5,1.8,3.2,4,2.1,0.4,2.5,2.1,19.2,56,1
Marcus Smart,Gus Williams,1979-80,9,18.7,0.482,0.1,0.4,0.194,8.9,18.3,0.489,0.484,4,5.1,0.788,1.5,1.8,3.4,4.8,2.4,0.5,2.2,2,22.1,56,2
Marcus Smart,Gus Williams,1981-82,9.7,19.9,0.486,0.1,0.5,0.225,9.6,19.4,0.492,0.488,4,5.5,0.734,1.2,1.9,3.1,6.9,2.2,0.5,2.5,2,23.4,56,3
Marcus Smart,John Lucas,1978-79,6.5,14,0.462,0,0,0,6.5,14,0.462,0.462,3.2,3.9,0.822,0.8,2.2,3,9.3,1.9,0.1,3.1,2.8,16.1,54,1
Marcus Smart,John Lucas,1979-80,4.9,10.4,0.467,0.2,0.5,0.286,4.7,9.9,0.477,0.475,2.8,3.6,0.768,0.8,2,2.8,7.5,1.7,0,2.3,2.5,12.6,54,2
Marcus Smart,John Lucas,1980-81,3.4,7.7,0.439,0.1,0.4,0.167,3.3,7.3,0.452,0.443,1.6,2.2,0.738,0.5,1.8,2.3,7,1.3,0,2.8,2.1,8.4,54,3
Marcus Smart,Larry Hughes,2003-04,6.6,16.5,0.397,1.3,3.8,0.341,5.3,12.7,0.414,0.437,4.4,5.5,0.797,1.6,3.8,5.3,2.4,1.6,0.4,2.5,2.4,18.8,54,1
Marcus Smart,Larry Hughes,2004-05,7.7,17.8,0.43,1,3.4,0.282,6.7,14.4,0.465,0.457,5.8,7.4,0.777,1.2,5,6.3,4.7,2.9,0.3,2.5,2.8,22,54,2
Marcus Smart,Larry Hughes,2005-06,5.3,13,0.409,0.8,2.1,0.368,4.6,10.9,0.417,0.439,4.1,5.4,0.756,0.7,3.8,4.5,3.6,1.5,0.6,2.8,3.3,15.5,54,3
Marcus Smart,Dennis Johnson,1979-80,7.1,16.8,0.422,0.1,0.7,0.207,6.9,16.1,0.431,0.426,4.7,6,0.78,2.1,3,5.1,4.1,1.8,1,2.8,3.3,19,50,1
Marcus Smart,Dennis Johnson,1980-81,6.7,15.4,0.436,0.1,0.6,0.216,6.6,14.8,0.446,0.441,5.2,6.3,0.82,2,2.6,4.6,3.7,1.7,0.8,2.6,3.1,18.8,50,2
Marcus Smart,Dennis Johnson,1981-82,7.2,15.4,0.47,0.1,0.5,0.19,7.1,14.8,0.48,0.473,5,6.2,0.806,1.8,3.4,5.1,4.6,1.3,0.7,2.9,3.2,19.5,50,3
Marcus Smart,Junior Bridgeman,1978-79,6.6,13,0.506,0,0,0,6.6,13,0.506,0.506,2.3,2.8,0.829,1.4,2.2,3.6,2,1.1,0.5,1.7,2.2,15.5,47,1
Marcus Smart,Junior Bridgeman,1979-80,7.3,15.3,0.478,0.1,0.3,0.185,7.3,15,0.484,0.48,2.8,3.3,0.865,1.3,2.4,3.7,2.9,1.2,0.2,2.1,2.7,17.6,47,2
Marcus Smart,Junior Bridgeman,1980-81,7,14.3,0.487,0,0.3,0.143,6.9,14,0.494,0.489,2.8,3.1,0.884,1,2.7,3.8,3,1.1,0.4,1.9,2.4,16.8,47,3
Marcus Smart,Mike Conley,2012-13,5.2,11.8,0.44,1.3,3.7,0.362,3.9,8.1,0.476,0.497,2.9,3.5,0.83,0.5,2.3,2.8,6.1,2.2,0.3,2.4,2.1,14.6,47,1
Marcus Smart,Mike Conley,2013-14,6.3,14.1,0.45,1.4,4,0.361,4.9,10.1,0.484,0.5,3.1,3.8,0.815,0.6,2.4,2.9,6,1.5,0.2,2.1,1.9,17.2,47,2
Marcus Smart,Mike Conley,2014-15,5.6,12.6,0.446,1.5,4,0.386,4.1,8.6,0.473,0.506,3.1,3.6,0.859,0.4,2.6,3,5.4,1.3,0.2,2.2,2,15.8,47,3
Marcus Smart,Aaron McKie,1997-98,1.7,4.7,0.365,0.1,0.8,0.19,1.6,3.9,0.399,0.381,0.5,0.7,0.764,0.7,2.1,2.9,2.2,1.2,0.2,0.9,2,4.1,46,1
Marcus Smart,Aaron McKie,1998-99,1.9,4.7,0.401,0.1,0.6,0.194,1.8,4.1,0.432,0.414,0.9,1.2,0.71,0.5,2.3,2.8,2,1.3,0.1,1.1,1.8,4.8,46,2
Marcus Smart,Aaron McKie,1999-00,3,7.2,0.411,0.5,1.5,0.364,2.4,5.8,0.424,0.449,1.5,1.8,0.829,0.6,2.4,3,2.9,1.3,0.2,1.4,2.4,8,46,3
Marcus Smart,Avery Bradley,2015-16,6,13.4,0.447,1.9,5.4,0.361,4.1,8.1,0.505,0.52,1.3,1.6,0.78,0.6,2.3,2.9,2.1,1.5,0.3,1.4,2.2,15.2,45,1
Marcus Smart,Avery Bradley,2016-17,6.5,14.1,0.463,2,5,0.39,4.6,9.1,0.504,0.533,1.2,1.7,0.731,1.2,4.9,6.1,2.2,1.2,0.2,1.6,2.6,16.3,45,2
Zach LaVine,Brandon Knight,2015-16,7.1,17.2,0.415,2.3,6.8,0.342,4.8,10.5,0.461,0.482,3,3.5,0.852,0.7,3.2,3.9,5.1,1.2,0.4,3.4,2.4,19.6,52,1
Zach LaVine,Brandon Knight,2016-17,3.9,9.7,0.398,0.8,2.6,0.324,3,7.1,0.425,0.441,2.4,2.9,0.857,0.5,1.7,2.2,2.4,0.5,0.1,1.6,1.6,11,52,2
Zach LaVine,Evan Fournier,2016-17,6,13.7,0.439,1.9,5.3,0.356,4.1,8.4,0.491,0.508,3.3,4.1,0.805,0.6,2.4,3.1,3,1,0.1,2.1,2.6,17.2,51,1
Zach LaVine,Eric Gordon,2012-13,5.6,13.9,0.402,1.3,4.1,0.324,4.3,9.8,0.436,0.45,4.5,5.3,0.842,0.2,1.6,1.8,3.3,1.1,0.2,2.8,1.8,17,48,1
Zach LaVine,Eric Gordon,2013-14,5.6,12.8,0.436,1.6,4,0.391,4,8.7,0.456,0.498,2.7,3.5,0.785,0.5,2.1,2.6,3.3,1.2,0.2,2.1,1.8,15.4,48,2
Zach LaVine,Eric Gordon,2014-15,4.7,11.4,0.411,2.3,5.2,0.448,2.4,6.2,0.38,0.512,1.8,2.2,0.805,0.5,2.1,2.6,3.8,0.8,0.2,2,2.4,13.4,48,3
Zach LaVine,Bradley Beal,2016-17,8.3,17.2,0.482,2.9,7.2,0.404,5.4,10,0.538,0.566,3.7,4.4,0.825,0.7,2.4,3.1,3.5,1.1,0.3,2,2.2,23.1,46,1
Zach LaVine,Johnny Davis,1979-80,6,14.1,0.428,0,0.5,0.095,6,13.6,0.44,0.43,3.7,4.3,0.864,1.2,1.5,2.8,5.4,1.3,0.3,2.5,2.2,15.9,43,1
Zach LaVine,Johnny Davis,1980-81,5.6,12.1,0.465,0.1,0.4,0.121,5.6,11.6,0.477,0.467,3.1,3.9,0.796,0.7,1.5,2.2,6.3,1.3,0.2,2.2,2.4,14.4,43,2
Zach LaVine,Johnny Davis,1981-82,6.6,14.1,0.467,0.1,0.3,0.185,6.5,13.7,0.473,0.469,3.8,4.8,0.799,0.9,1.3,2.2,4.2,0.9,0.1,2.3,2.1,17,43,3
Zach LaVine,Corey Maggete,2003-04,6.2,13.9,0.447,1,3.2,0.329,5.2,10.7,0.482,0.485,7.2,8.5,0.848,1.3,4.6,5.9,3.1,0.9,0.2,2.8,3,20.7,43,1
Zach LaVine,Corey Maggete,2004-05,6.4,14.9,0.431,0.8,2.5,0.304,5.7,12.4,0.457,0.457,8.5,10,0.857,1.1,4.9,6,3.4,1.1,0.1,3,2.9,22.2,43,2
Zach LaVine,Corey Maggete,2005-06,5.2,11.7,0.445,0.8,2.2,0.338,4.5,9.5,0.47,0.477,6.6,8,0.828,0.9,4.4,5.3,2.1,0.6,0.1,2.4,3,17.8,43,3
Zach LaVine,Mike Miller,2003-04,4.2,9.5,0.438,1.2,3.3,0.372,2.9,6.2,0.474,0.503,1.6,2.2,0.723,0.6,2.7,3.3,3.6,0.9,0.2,1.6,2.5,11.1,43,1
Zach LaVine,Mike Miller,2004-05,5.1,10.1,0.505,1.8,4.3,0.433,3.3,5.8,0.558,0.597,1.4,2,0.72,0.5,3.5,3.9,2.9,0.7,0.3,1.7,2.6,13.4,43,2
Zach LaVine,Mike Miller,2005-06,4.8,10.3,0.466,1.9,4.6,0.407,2.9,5.7,0.513,0.557,2.3,2.8,0.8,0.6,4.8,5.4,2.7,0.7,0.4,1.9,2.3,13.7,43,3
Zach LaVine,OJ Mayo,2011-12,4.5,11.2,0.408,1.5,4.2,0.364,3,7,0.434,0.476,2,2.6,0.773,0.5,2.7,3.2,2.6,1.1,0.3,1.9,2.1,12.6,42,1
Zach LaVine,OJ Mayo,2012-13,5.6,12.5,0.449,1.7,4.3,0.407,3.9,8.3,0.471,0.519,2.3,2.8,0.82,0.4,3.1,3.5,4.4,1.1,0.3,2.6,2.4,15.3,42,2
Zach LaVine,OJ Mayo,2013-14,4.3,10.6,0.407,1.6,4.4,0.37,2.7,6.2,0.433,0.484,1.5,1.7,0.864,0.5,1.9,2.4,2.2,0.5,0.3,1.8,2.1,11.7,42,3
Zach LaVine,Tony Parker,2005-06,7.8,14.2,0.548,0.1,0.5,0.306,7.7,13.8,0.556,0.553,3.2,4.5,0.707,0.5,2.8,3.3,5.8,1,0.1,3.1,2,18.9,42,1
Zach LaVine,Tony Parker,2006-07,7.4,14.2,0.52,0.2,0.5,0.395,7.2,13.7,0.525,0.527,3.6,4.5,0.783,0.4,2.8,3.2,5.5,1.1,0.1,2.5,1.8,18.6,42,2
Zach LaVine,Tony Parker,2007-08,7.5,15.1,0.494,0.2,1,0.258,7.2,14.2,0.51,0.502,3.6,5,0.715,0.4,2.8,3.2,6,0.8,0.1,2.4,1.3,18.8,42,3
Zach LaVine,Mike Conley,2011-12,4.8,11,0.433,1,2.6,0.377,3.8,8.5,0.45,0.477,2.2,2.5,0.861,0.4,2.2,2.5,6.5,2.2,0.2,2,2.1,12.7,40,1
Zach LaVine,Mike Conley,2012-13,5.2,11.8,0.44,1.3,3.7,0.362,3.9,8.1,0.476,0.497,2.9,3.5,0.83,0.5,2.3,2.8,6.1,2.2,0.3,2.4,2.1,14.6,40,2
Zach LaVine,Mike Conley,2013-14,6.3,14.1,0.45,1.4,4,0.361,4.9,10.1,0.484,0.5,3.1,3.8,0.815,0.6,2.4,2.9,6,1.5,0.2,2.1,1.9,17.2,40,3
Mario Hezonja,Kevin Brooks,1993-94,1.1,2.9,0.364,0.1,0.7,0.174,0.9,2.2,0.421,0.384,0.3,0.3,0.9,0.1,0.5,0.6,0.1,0,0.1,0.4,0.6,2.5,51,1
Mario Hezonja,Kirk Snyder,2006-07,1.7,3.7,0.452,0.3,1.1,0.25,1.4,2.6,0.539,0.49,1.3,1.9,0.653,0.4,1.7,2.1,1,0.3,0.3,0.7,1.3,4.9,51,1
Mario Hezonja,Kirk Snyder,2007-08,2.7,5.3,0.508,0.1,0.6,0.217,2.5,4.6,0.548,0.521,1.8,2.4,0.727,0.8,2.7,3.5,1.8,0.6,0.4,1.4,1.5,7.3,51,2
Mario Hezonja,Terrence Ross,2014-15,3.8,9.2,0.41,1.8,4.8,0.372,2,4.4,0.452,0.507,0.5,0.7,0.786,0.4,2.4,2.8,1,0.6,0.3,0.8,1.7,9.8,50,1
Mario Hezonja,Terrence Ross,2015-16,3.7,8.6,0.431,1.8,4.6,0.386,1.9,3.9,0.484,0.536,0.7,0.8,0.79,0.3,2.2,2.5,0.8,0.7,0.3,0.6,1.6,9.9,50,2
Mario Hezonja,Terrence Ross,2016-17,4.2,9.6,0.437,1.8,5,0.363,2.4,4.6,0.518,0.532,0.8,1,0.831,0.2,2.4,2.6,1.1,1.1,0.4,0.9,1.8,11,50,3
Mario Hezonja,Tony Snell,2015-16,2,5.3,0.372,0.9,2.4,0.361,1.1,2.9,0.38,0.454,0.5,0.5,0.909,0.3,2.8,3.1,1,0.3,0.3,0.8,1.6,5.3,50,1
Mario Hezonja,Tony Snell,2016-17,3.1,6.8,0.455,1.8,4.4,0.406,1.3,2.3,0.548,0.588,0.6,0.7,0.81,0.3,2.8,3.1,1.2,0.7,0.2,0.7,1.6,8.5,50,2
Mario Hezonja,Rashad McCants,2008-09,3.3,8.4,0.393,1.1,3.3,0.333,2.2,5.2,0.431,0.458,1.8,2.4,0.759,0.4,1.5,1.9,1.2,0.8,0.2,1.1,1.8,9.6,48,1
Mario Hezonja,Will Barton,2014-15,2.6,6.1,0.425,0.4,1.5,0.271,2.2,4.6,0.474,0.458,1.3,1.6,0.787,0.4,2.3,2.8,1.4,0.8,0.3,1.1,1.2,6.8,48,1
Mario Hezonja,Will Barton,2015-16,5.2,12,0.432,1.4,4,0.345,3.8,8,0.476,0.489,2.6,3.3,0.806,0.7,5.1,5.8,2.5,0.9,0.5,1.7,1.8,14.4,48,2
Mario Hezonja,Will Barton,2016-17,4.9,11.1,0.443,1.5,3.9,0.37,3.5,7.2,0.483,0.508,2.4,3.2,0.753,1,3.4,4.3,3.4,0.8,0.5,1.6,1.8,13.7,48,3
Mario Hezonja,Dajuan Summers,2011-12,1.9,4.3,0.431,0.3,1.1,0.313,1.5,3.3,0.469,0.469,0.5,0.6,0.778,0.5,1,1.5,0.7,0.5,0,0.5,2.1,4.5,47,1
Mario Hezonja,Dajuan Summers,2012-13,0.5,2,0.25,0,0,0,0.5,2,0.25,0.25,0,0,,0,1,1,0.5,0,0,0,0,1,47,2
Jusuf Nurkic,Stanley Roberts,1993-94,3.1,7.1,0.43,0,0,0,3.1,7.1,0.43,0.43,1.3,3.1,0.409,1.9,4.7,6.6,0.8,0.4,1.8,1.7,3.9,7.4,47,1
Jusuf Nurkic,Stanley Roberts,1995-96,2.8,6,0.464,0,0,0,2.8,6,0.464,0.464,1.5,2.6,0.556,0.8,2.4,3.2,0.8,0.3,0.8,0.9,3,7,47,2
Jusuf Nurkic,Stanley Roberts,1996-97,3.5,8.2,0.426,0,0,0,3.5,8.2,0.426,0.426,2.5,3.6,0.703,1.3,3.7,5.1,0.5,0.4,1.3,1.3,3.2,9.5,47,3
Jusuf Nurkic,Vlade Divac,1991-92,4.4,8.8,0.495,0.1,0.5,0.263,4.2,8.3,0.51,0.503,2.4,3.1,0.768,2.4,4.4,6.9,1.7,1.5,1,2.4,3.2,11.3,44,1
Jusuf Nurkic,Vlade Divac,1992-93,4.8,10,0.485,0.3,0.9,0.28,4.6,9.1,0.505,0.498,2.9,4.2,0.689,2.7,6.2,8.9,2.8,1.6,1.7,2.6,3.8,12.8,44,2
Jusuf Nurkic,Vlade Divac,1993-94,5.7,11.3,0.506,0.1,0.6,0.191,5.6,10.7,0.524,0.511,2.6,3.8,0.686,3.6,7.2,10.8,3.9,1.2,1.4,2.4,3.6,14.2,44,3
Jusuf Nurkic,Andray Blatche,2010-11,6.7,15,0.445,0.1,0.3,0.222,6.6,14.7,0.449,0.447,3.4,4.4,0.777,2.9,5.4,8.2,2.3,1.5,0.8,2.7,2.8,16.8,42,1
Jusuf Nurkic,Andray Blatche,2011-12,3.6,9.4,0.38,0.1,0.3,0.286,3.5,9.2,0.382,0.384,1.3,1.9,0.673,1.6,4.2,5.8,1.1,0.8,0.7,1.4,2.1,8.5,42,2
Jusuf Nurkic,Andray Blatche,2012-13,4.2,8.2,0.512,0,0.3,0.136,4.2,8,0.524,0.514,1.8,2.6,0.685,2,3.1,5.1,1,1,0.7,1.5,2,10.3,42,3
Jusuf Nurkic,Al Jefferson,2008-09,9.7,19.5,0.497,0,0.1,0,9.7,19.4,0.499,0.497,3.7,5,0.738,3.4,7.5,11,1.6,0.8,1.7,1.8,2.8,23.1,41,1
Jusuf Nurkic,Al Jefferson,2009-10,7.4,14.8,0.498,0,0.1,0,7.4,14.8,0.5,0.498,2.4,3.5,0.68,2.4,6.9,9.3,1.8,0.8,1.3,1.8,2.7,17.1,41,2
Jusuf Nurkic,Al Jefferson,2010-11,8,16.1,0.496,0,0,0,8,16.1,0.496,0.496,2.7,3.5,0.761,2.9,6.8,9.7,1.8,0.6,1.9,1.3,2.9,18.6,41,3
Jusuf Nurkic,Brian Grant,1996-97,3.8,8.6,0.44,0,0,0,3.8,8.6,0.44,0.44,2.9,3.8,0.778,2,3.9,5.9,1.2,0.8,1,1.8,3.1,10.5,41,1
